ID,Category,Name,Method,MethodArgument,RegistryPath,RegistryItem,ClassName,Namespace,Property,DefaultValue,RecommendedValue,Operator,Severity
19.1.3.1,Administrative Templates: Control Panel,Enable screen saver,Registry,,HKCU:\Software\Policies\Microsoft\Windows\Control Panel\Desktop,ScreenSaveActive,,,,,1,=,Medium
